index	return	risk	AAPL	SPY	TSLA	COST	MCD	BX
0	0.012085966943294755	0.02215224637581139	0.033510909370441586	0.5772530793280749	-4.713521499703259e-20	-1.8735148304042505e-20	0.38923601130148344	-4.391975481897967e-20
1	0.012461505925497874	0.022209405342004676	0.04509959713489734	0.594700081975876	-4.8364068016622165e-20	-1.9224492089578868e-20	0.36020032088922677	-4.506686417887107e-20
2	0.012837044907700993	0.02238000634713755	0.05668828489935326	0.612147084623677	-4.959062235008859e-20	-1.9714815489526846e-20	0.33116463047696976	-4.6215132426190504e-20
3	0.013212583889904112	0.02265207887495067	0.06365339574802256	0.6216876599478857	0.003585314655519346	-2.9960779194775413e-20	0.31107362964857244	-5.65009971739096e-20
4	0.013588122872107231	0.02299102570068548	0.06821854766752614	0.6271242479915442	0.00903165770487761	-3.05073321338554e-20	0.29562554663605206	-5.748302963207049e-20
5	0.01396366185431035	0.023391485005683346	0.0727836995870298	0.6325608360352025	0.014478000754235864	-3.105169197424203e-20	0.28017746362353185	-5.846061840300381e-20
6	0.01433920083651347	0.023850358516415898	0.0773488515065333	0.6379974240788611	0.019924343803594105	-3.159878829344624e-20	0.2647293806110116	-5.944296707852374e-20
7	0.01471473981871659	0.024364345969899764	0.08191400342603693	0.6434340121225195	0.025370686852952407	-3.214396247847055e-20	0.24928129759849116	-6.042232559492624e-20
8	0.01509027880091971	0.02493003871455687	0.0864791553455406	0.648870600166178	0.03081702990231067	-3.2690097988955244e-20	0.23383321458597067	-6.140311832726108e-20
9	0.015465817783122828	0.02554400181386175	0.09104430726504414	0.6543071882098364	0.03626337295166891	-3.323558850968006e-20	0.21838513157345052	-6.238324808326506e-20
10	0.01584135676532595	0.026202842395678674	0.09560945918454773	0.6597437762534949	0.041709716001027235	-3.378167828258879e-20	0.20293704856093012	-6.336398400546134e-20
11	0.01621689574752907	0.026903263615180847	0.10017461110405136	0.6651803642971533	0.04715605905038547	-3.4327171556364214e-20	0.18748896554840982	-6.434370012478882e-20
12	0.016592434729732188	0.02764210482709279	0.10473976302355492	0.6706169523408119	0.05260240209974371	-3.48725719078347e-20	0.17204088253588948	-6.532249945267666e-20
13	0.016967973711935307	0.028416369366704712	0.10930491494305852	0.6760535403844702	0.05804874514910196	-3.541837519484932e-20	0.1565927995233693	-6.630304866005088e-20
14	0.017343512694138426	0.029223241765535465	0.11387006686256214	0.6814901284281286	0.0634950881984602	-3.596378471494196e-20	0.14114471651084903	-6.728255492004295e-20
15	0.017719051676341545	0.030060096360088634	0.11843521878206564	0.6869267164717872	0.06894143124781847	-3.6509857245816495e-20	0.1256966334983287	-6.826552724951954e-20
16	0.018094590658544664	0.03092449918200174	0.12300037070156919	0.6923633045154457	0.07438777429717676	-3.705600758564129e-20	0.11024855048580831	-6.924590037470877e-20
17	0.018470129640747783	0.03181420482624661	0.12756552262107287	0.697799892559104	0.07983411734653496	-3.7601638071651566e-20	0.09480046747328816	-7.022435299746455e-20
18	0.018845668622950902	0.0327271497442728	0.13213067454057642	0.7032364806027626	0.0852804603958932	-3.814775622049103e-20	0.07935238446076785	-7.120694264097574e-20
19	0.01922120760515402	0.03366144314539518	0.1366958264600801	0.708673068646421	0.09072680344525148	-3.8693987578709697e-20	0.06390430144824748	-7.218497005399715e-20
20	0.01959674658735714	0.03461535643997075	0.1412609783795837	0.7141096566900793	0.09617314649460976	-3.923922157585809e-20	0.04845621843572713	-7.316397154928423e-20
21	0.01997228556956026	0.03558731193685062	0.14582613029908723	0.719546244733738	0.10161948954396798	-3.9784784756896887e-20	0.033008135423206894	-7.414705693155114e-20
22	0.02034782455176338	0.0365758713211884	0.1503912822185909	0.7249828327773962	0.10706583259332625	-4.0330246028286365e-20	0.017560052410686713	-7.512578775367328e-20
23	0.020723363533966498	0.03757972428726012	0.1549564341380945	0.7304194208210547	0.1125121756426845	-4.087689720046779e-20	0.0021119693981662534	-7.61069790413651e-20
24	0.021098902516169617	0.03860929093575738	0.15657994966552435	0.720404171255152	0.1230158790793237	-2.0578822018309547e-20	-1.8688788131897046e-20	-3.411358125167872e-20
25	0.021474441498372736	0.03968131132134233	0.1577376138797307	0.7079418963323454	0.13432048978792382	-2.0107733228172415e-20	-1.826088487631259e-20	-3.333323841804664e-20
26	0.021849980480575855	0.04079271416967927	0.15889527809393694	0.6954796214095391	0.14562510049652394	-1.9637313888831088e-20	-1.7833430218598297e-20	-3.2552791883767495e-20
27	0.022225519462778974	0.04194036873950369	0.16005294230814332	0.6830173464867327	0.15692971120512397	-1.9167483239306866e-20	-1.7404713368311708e-20	-3.1773227810046526e-20
28	0.022601058444982093	0.04312138066215474	0.16121060652234973	0.6705550715639261	0.16823432191372414	-1.8697078933201528e-20	-1.6979733083365776e-20	-3.099429495604995e-20
29	0.022976597427185212	0.044333084146536576	0.16236827073655605	0.6580927966411196	0.1795389326223243	-1.8226003425214065e-20	-1.65519846130145e-20	-3.021375157568405e-20
30	0.02335213640938833	0.04557303116104808	0.16352593495076245	0.645630521718313	0.19084354333092446	-1.7756469872564314e-20	-1.61266049989623e-20	-2.9434390730688394e-20
31	0.02372767539159145	0.04683897872495034	0.16468359916496875	0.6331682467955067	0.20214815403952452	-1.7286467871949767e-20	-1.5699629151122662e-20	-2.8656702594676185e-20
32	0.02410321437379457	0.04812887518232032	0.16584126337917518	0.6207059718727003	0.21345276474812458	-1.6813942108503273e-20	-1.5270847383629453e-20	-2.7873309541126507e-20
33	0.02447875335599769	0.04944084611091232	0.1669989275933815	0.6082436969498938	0.22475737545672472	-1.6344950607129225e-20	-1.484417996079933e-20	-2.7096178880605176e-20
34	0.024854292338200808	0.05077318033705377	0.16815659180758788	0.5957814220270874	0.23606198616532476	-1.5873363597207193e-20	-1.4415029359707392e-20	-2.631460614617544e-20
35	0.025229831320403927	0.05212431638346522	0.16931425602179423	0.5833191471042809	0.2473665968739249	-1.5404387563065892e-20	-1.399033538258871e-20	-2.5536141858657683e-20
36	0.025605370302607046	0.05349282956506138	0.17047192023600044	0.5708568721814745	0.258671207582525	-1.4934522857054373e-20	-1.356131452811226e-20	-2.475590344505219e-20
37	0.025980909284810165	0.05487741986316736	0.17162958445020696	0.5583945972586678	0.2699758182911252	-1.4463575394731886e-20	-1.3134682958036528e-20	-2.3975871264548765e-20
38	0.026356448267013288	0.056276900646077994	0.17278724866441303	0.5459323223358615	0.2812804289997255	-1.3993639835230664e-20	-1.2709642262966801e-20	-2.3197538766870196e-20
39	0.026731987249216407	0.057690188258899225	0.17394491287861966	0.5334700474130548	0.29258503970832545	-1.352298733580913e-20	-1.2282301641092934e-20	-2.2418463488930583e-20
40	0.027107526231419526	0.05911629247419413	0.175102577092826	0.5210077724902484	0.3038896504169255	-1.3053046254293897e-20	-1.1854303435633801e-20	-2.1637015238378716e-20
41	0.027483065213622645	0.060554307773850555	0.17626024130703222	0.5085454975674422	0.3151942611255257	-1.2580692650779001e-20	-1.1425827630739281e-20	-2.0855916800405267e-20
42	0.027858604195825764	0.06200340541917435	0.17741790552123865	0.49608322264463556	0.3264988718341258	-1.2110051843064942e-20	-1.0997721662184307e-20	-2.0076036909388662e-20
43	0.028234143178028883	0.0634628262584271	0.17857556973544508	0.48362094772182906	0.3378034825427258	-1.164087181835591e-20	-1.0570769623584272e-20	-1.929637194359964e-20
44	0.028609682160232002	0.06493187421727975	0.17973323394965127	0.4711586727990228	0.34910809325132597	-1.1168577706114417e-20	-1.0141434179926868e-20	-1.8513769468428634e-20
45	0.02898522114243512	0.06640991041673297	0.18089089816385764	0.4586963978762164	0.36041270395992603	-1.0697835578547828e-20	-9.714972755900962e-21	-1.773560641331469e-20
46	0.02936076012463824	0.06789634786405585	0.18204856237806402	0.44623412295341	0.37171731466852603	-1.0228806194926799e-20	-9.287306090080432e-21	-1.6957612786048182e-20
47	0.02973629910684136	0.0693906466645455	0.1832062265922704	0.43377184803060315	0.3830219253771264	-9.757678931821452e-21	-8.862741872636582e-21	-1.6173889563172922e-20
48	0.03011183808904448	0.07089230970492665	0.18436389080647675	0.42130957310779665	0.39432653608572654	-9.290129862168867e-21	-8.439064585165626e-21	-1.539655194090089e-20
49	0.030487377071247598	0.07240087876264488	0.18552155502068302	0.4088472981849904	0.4056311467943266	-8.818574254365096e-21	-8.005074377578792e-21	-1.4616950649696164e-20
50	0.030862916053450717	0.07391593099891046	0.18667921923488964	0.3963850232621837	0.41693575750292666	-8.346629538275909e-21	-7.579413323380965e-21	-1.383467081119668e-20
51	0.031238455035653836	0.07543707579696278	0.18783688344909585	0.3839227483393774	0.4282403682115268	-7.878084795582884e-21	-7.153551019004176e-21	-1.3060501659110432e-20
52	0.03161399401785696	0.0769639519105292	0.18899454766330187	0.3714604734165712	0.4395449789201269	-7.406847657973914e-21	-6.7258934675746936e-21	-1.227779118577536e-20
53	0.03198953300006008	0.07849622489078265	0.19015221187750841	0.35899819849376446	0.4508495896287271	-6.937023795682579e-21	-6.301366718296725e-21	-1.1495979149903149e-20
54	0.0323650719822632	0.08003358476321627	0.19130987609171488	0.34653592357095786	0.4621542003373273	-6.467243895780571e-21	-5.8757070916166615e-21	-1.0717368264295811e-20
55	0.032740610964466316	0.08157574392873193	0.19246754030592123	0.33407364864815137	0.47345881104592735	-5.996057153444277e-21	-5.446296142529062e-21	-9.936856612291464e-21
56	0.033116149946669435	0.08312243526587569	0.19362520452012735	0.321611373725345	0.4847634217545276	-5.52514663765956e-21	-5.016475189817633e-21	-9.15872245937092e-21
57	0.033491688928872554	0.08467341041355231	0.19478286873433406	0.3091490988025384	0.49606803246312753	-5.054773199721503e-21	-4.593673696185877e-21	-8.379879549741686e-21
58	0.03386722791107567	0.08622843821572188	0.19594053294854044	0.29668682387973205	0.5073726431717275	-4.582738424408673e-21	-4.160994318729414e-21	-7.597883172313882e-21
59	0.03424276689327879	0.087787303311537	0.19709819716274662	0.2842245489569257	0.5186772538803277	-4.1150186126571376e-21	-3.736424344338915e-21	-6.820101500641977e-21
60	0.03461830587548191	0.08934980485613579	0.19825586137695297	0.27176227403411923	0.5299818645889278	-3.643381392983409e-21	-3.308839938482258e-21	-6.036703063464829e-21
61	0.03499384485768503	0.09091575535888059	0.199413525591159	0.25929999911131324	0.5412864752975278	-3.1711757637767882e-21	-2.8809657807117584e-21	-5.256132500258689e-21
62	0.03536938383988815	0.09248497962723805	0.20057118980536567	0.2468377241885063	0.552591086006128	-2.702735174558562e-21	-2.452043389950679e-21	-4.479454062081337e-21
63	0.03574492282209127	0.0940573138057534	0.20172885401957216	0.2343754492656996	0.5638956967147282	-2.2308808417407446e-21	-2.0262162521764513e-21	-3.696061138707575e-21
64	0.03612046180429439	0.09563260450069223	0.2028865182337784	0.22191317434289354	0.5752003074233281	-1.76027237941536e-21	-1.5971367509961826e-21	-2.914519438740695e-21
65	0.03649600078649751	0.09721070798192044	0.2040441824479846	0.20945089942008707	0.5865049181319284	-1.2919223456504929e-21	-1.1746914579058035e-21	-2.1353406862319968e-21
66	0.036871539768700626	0.09879148945448246	0.205201846662191	0.19698862449728055	0.5978095288405284	-8.205745032610256e-22	-7.452549045976402e-22	-1.3614738528094855e-21
67	0.037247078750903745	0.10037482239313082	0.20635951087639726	0.1845263495744742	0.6091141395491285	-3.508329892272436e-22	-3.1931039341071973e-22	-5.813004540964758e-22
68	0.037622617733106864	0.10196058793376254	0.20751717509060416	0.17206407465166704	0.6204187502577287	1.199301250949119e-22	1.079003278500129e-22	2.0638413488811738e-22
69	0.03799815671530998	0.10354867431634757	0.20867483930481007	0.15960179972886096	0.631723360966329	5.902944753337703e-22	5.365212112806848e-22	9.799766399611895e-22
70	0.0383736956975131	0.1051389763744922	0.20983250351901622	0.14713952480605497	0.6430279716749289	1.063473393671519e-21	9.657124676663682e-22	1.7627021689832007e-21
71	0.03874923467971622	0.10673139506727891	0.21099016773322277	0.1346772498832483	0.654332582383529	1.5314308173149811e-21	1.3883652426279407e-21	2.5396566695720542e-21
72	0.03912477366191934	0.10832583704946684	0.2121478319474291	0.12221497496044177	0.6656371930921292	2.0043929492106854e-21	1.8233244630299287e-21	3.3222498076621275e-21
73	0.03950031264412246	0.10992221427653391	0.21330549616163583	0.109752700037635	0.6769418038007292	2.473377612747651e-21	2.2451810519896925e-21	4.102506217170888e-21
74	0.03987585162632558	0.11152044364139412	0.2144631603758419	0.09729042511482873	0.6882464145093294	2.9428350997434613e-21	2.6697384812777494e-21	4.8794601952118066e-21
75	0.0402513906085287	0.11312044663993777	0.21562082459004805	0.08482815019202236	0.6995510252179296	3.415042564267334e-21	3.1010606251738057e-21	5.663830391588683e-21
76	0.04062692959073182	0.11472214906282563	0.2167784888042545	0.0723658752692159	0.7108556359265297	3.883392960181757e-21	3.527672633540573e-21	6.440631882591674e-21
77	0.041002468572934936	0.11632548071121769	0.21793615301846106	0.05990360034640906	0.7221602466351298	4.355034066679476e-21	3.9559212076183384e-21	7.22103360310336e-21
78	0.041378007555138055	0.11793037513434401	0.21909381723266688	0.04744132542360326	0.7334648573437299	4.820344526934201e-21	4.375741002712086e-21	7.99875885804718e-21
79	0.041753546537341174	0.11953676938702525	0.22025148144687348	0.03497905050079659	0.7447694680523299	5.297269902596712e-21	4.8095930139662475e-21	8.774708076245174e-21
80	0.04212908551954429	0.12114460380543218	0.22140914566107997	0.02251677557799007	0.75607407876093	5.76328509183356e-21	5.234727349851445e-21	9.554774710538294e-21
81	0.04250462450174741	0.12275382179953477	0.2225668098752862	0.010054500655183792	0.76737868946953	6.2328090902807394e-21	5.656610448471143e-21	1.0338877880570996e-20
82	0.04288016348395053	0.124364458378047	0.22112731255929122	-2.381821040513423e-25	0.7788726874407087	-6.182353322327802e-24	-6.21906357668502e-24	-4.7520527946735265e-24
83	0.04325570246615365	0.12597953681913973	0.20884246206456775	-8.016590887967004e-25	0.7911575379354323	2.440236575008804e-25	-9.523353506593102e-25	1.8035900174614766e-24
84	0.04363124144835677	0.1276003962557529	0.1965576115698438	-3.3847863255567586e-25	0.8034423884301563	-1.2509833850453047e-24	-7.8684825118085955e-25	-8.615114630622762e-25
85	0.04400678043055989	0.12922681915935824	0.18427276107511983	-1.4911582934435309e-24	0.8157272389248802	-1.306123551632542e-24	-3.3194097534926975e-24	-2.9923398416802566e-24
86	0.04438231941276301	0.13085859808750033	0.17198791058039617	-2.357874426156114e-24	0.8280120894196038	-4.278575959930544e-24	-1.1099898943136172e-24	-4.058762214882642e-24
87	0.04475785839496613	0.1324955351503083	0.1597030600856723	-1.8619929953510287e-24	0.8402969399143276	-4.908803746429522e-24	-1.4918070662731242e-24	-1.81562475114052e-24
88	0.045133397377169246	0.1341374415070877	0.14741820959094845	-5.658173678057999e-24	0.8525817904090516	-5.362807989392856e-24	-1.188983753067244e-23	-4.136551513266281e-24
89	0.045508936359372365	0.13578413689134794	0.13513335909622465	-6.1610074812396104e-24	0.8648666409037753	-7.415121428624255e-24	-1.2217852425795481e-23	-6.2405746963384366e-24
90	0.045884475341575484	0.13743544916268657	0.12284850860150108	-6.0662955537634974e-24	0.8771514913984989	-2.6673899736653705e-24	-6.454561070388615e-24	-3.762012509866779e-24
91	0.0462600143237786	0.1390912138840217	0.11056365810677687	-1.0015899716089234e-24	0.8894363418932231	-3.156168219284814e-25	-2.6360937801064656e-24	-5.8449226621383545e-24
92	0.04663555330598172	0.1407512739227325	0.09827880761205325	-7.03855360430272e-24	0.9017211923879468	-6.835050955612066e-24	-1.0659200128219858e-23	-7.267036068676832e-24
93	0.04701109228818484	0.14241547907433957	0.08599395711732928	-5.2980850791797e-24	0.9140060428826707	-5.752876314246207e-24	-2.481693252008343e-24	-7.210124267204182e-24
94	0.04738663127038796	0.14408368570742272	0.0737091066226055	-4.0447687745797114e-24	0.9262908933773945	-6.055574602946038e-24	-1.0725163825179328e-23	-7.228437835956265e-24
95	0.04776217025259108	0.1457557564285447	0.06142425612788168	-3.678996551853617e-24	0.9385757438721183	-3.800755503859762e-24	-7.373460447483619e-24	-9.505172993455678e-24
96	0.0481377092347942	0.1474315597660124	0.049139405633157766	-9.217604733554348e-24	0.9508605943668422	-1.1751985371791451e-23	-1.853669776253114e-23	-9.541337253149602e-24
97	0.04851324821699732	0.1491109698713729	0.0368545551384342	-5.3541415572288254e-24	0.9631454448615658	-9.268325688254214e-24	-1.1471525612473891e-23	-6.557683364979663e-24
98	0.04888878719920044	0.15079386623760205	0.02456970464371039	-8.256361618757097e-24	0.9754302953562896	-1.210364758607695e-23	-1.3379322209411003e-23	-6.942912837695987e-24
99	0.049264326181403556	0.1524801334330028	0.012284854148986422	-3.5212917413796135e-24	0.9877151458510136	-4.559842595831656e-24	-5.0045238865796456e-24	-4.31788348130512e-24
100	0.04963986516360668	0.15416966100988044	2.78861608079502e-09	4.203985396054673e-09	0.9999999970296867	-1.8407229900948446e-10	-2.6235839273835873e-09	5.852184678421678e-10
